,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled (inland+international),lever_freight_tkm,transported goods (inland+international),lever_diet,meat consumption,lever_fwaste,food waste
0,Malta,2020,4,73.5693784536357,4,3100.0,4,12887.31651850965,4,0.4469647211409449,4,283.9,4,562.5061499999999
1,Malta,2025,4,72.1914235247776,4,3100.0,4,12988.272516873378,4,0.4223816614781944,4,222.61739999999995,4,500.81304642857197
2,Malta,2030,4,70.54108227285269,4,3100.0,4,13087.22827737025,4,0.3977986018154417,4,194.7617,4,381.7006017857147
3,Malta,2035,4,68.67846931853198,4,3100.0,4,13139.912216058277,4,0.37321554215269076,4,166.90599999999998,4,321.4320857142854
4,Malta,2040,4,66.66287598519618,4,3100.0,4,13120.364920897757,4,0.348632482489937,4,139.0502,4,261.1635696428574
5,Malta,2045,4,64.54039343232229,4,3100.0,4,13019.02211432139,4,0.348632482489937,4,111.19449999999999,4,200.8950535714281
6,Malta,2050,4,62.342890923997295,4,3100.0,4,12835.01532861308,4,0.348632482489937,4,83.33889999999997,4,140.6265375
