,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled (inland+international),lever_freight_tkm,transported goods (inland+international),lever_diet,meat consumption,lever_fwaste,food waste
0,Romania,2020,4,19.8099680136065,4,62180.0,4,7271.185656299368,4,52.30492851761004,4,175.95,4,607.5397999999999
1,Romania,2025,4,19.4180605953669,4,62180.0,4,7232.002486555003,4,49.42815744914152,4,148.7167,4,541.7016285714284
2,Romania,2030,4,18.6517966702342,4,62180.0,4,7138.803144616322,4,46.55138638067299,4,136.3377,4,412.2591499999999
3,Romania,2035,4,17.6792785122625,4,62180.0,4,7001.0914080108505,4,43.674615312204445,4,123.9591,4,347.1656000000003
4,Romania,2040,4,16.5861877233747,4,62180.0,4,6829.910561226232,4,40.79784424373583,4,111.58030000000001,4,282.0720499999999
5,Romania,2045,4,15.4246354160123,4,62180.0,4,6640.204867470012,4,40.79784424373583,4,99.20150000000001,4,216.97850000000034
6,Romania,2050,4,14.2155348949847,4,62180.0,4,6437.194450967349,4,40.79784424373583,4,86.82260000000001,4,151.88494999999998
