,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled,lever_freight_tkm,transported goods,lever_diet,meat consumption,lever_fwaste,food waste
0,Croatia,2020,4,43.3984312488561,4,35440.0,4,8401.917155775174,4,16.728777214744476,4,248.2,4,485.36565200000007
1,Croatia,2025,4,42.0910007580716,4,35440.0,4,8229.048184655576,4,15.808694467933552,4,197.2198,4,432.7058694285709
2,Croatia,2030,4,40.6266497211568,4,35440.0,4,8033.682599770484,4,14.888611721122617,4,174.04699999999997,4,329.3552638571426
3,Croatia,2035,4,39.06311639344,4,35440.0,4,7825.615307099865,4,13.968528974311681,4,150.8743,4,277.3518011428576
4,Croatia,2040,4,37.4227497365121,4,35440.0,4,7606.266125871582,4,13.048446227500692,4,127.7014,4,225.34833842857128
5,Croatia,2045,4,35.7253920674947,4,35440.0,4,7379.727944140063,4,13.048446227500692,4,104.5287,4,173.34487571428585
6,Croatia,2050,4,33.9778447021187,4,35440.0,4,7144.4125645056065,4,13.048446227500692,4,81.3558,4,121.34141300000002
