,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled,lever_freight_tkm,transported goods,lever_diet,meat consumption,lever_fwaste,food waste
0,Luxembourg,2020,4,51.7333758203171,4,14040.0,4,19279.54885516476,4,6.386336777186771,4,492.15,4,554.6028640000001
1,Luxembourg,2025,4,49.3548380679483,4,14040.0,4,19289.16641118579,4,6.035088254441489,4,367.248,4,494.16564314285745
2,Luxembourg,2030,4,46.9205739106251,4,14040.0,4,19188.897114482053,4,5.683839731696242,4,310.4744,4,376.337657714286
3,Luxembourg,2035,4,44.4553998702389,4,14040.0,4,19043.84205820796,4,5.332591208950966,4,253.7008,4,316.91592228571415
4,Luxembourg,2040,4,41.9685552276699,4,14040.0,4,18875.17371892062,4,4.981342686205681,4,196.9271,4,257.494186857143
5,Luxembourg,2045,4,39.4636450790174,4,14040.0,4,18676.90613393934,4,4.981342686205681,4,140.1535,4,198.0724514285715
6,Luxembourg,2050,4,36.9430969745488,4,14040.0,4,18435.864368844756,4,4.981342686205681,4,83.3799,4,138.650716
