,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled (inland+international),lever_freight_tkm,transported goods (inland+international),lever_diet,meat consumption,lever_fwaste,food waste
0,Hungary,2020,4,50.7147288669471,4,145180.0,4,8989.591689125353,4,47.601239045839314,4,257.55,4,463.54672000000016
1,Hungary,2025,4,49.5419590617519,4,145180.0,4,8889.08275512432,4,44.98317089831804,4,205.7383,4,413.44313714285744
2,Hungary,2030,4,48.1414304081989,4,145180.0,4,8756.81690019225,4,42.36510275079698,4,182.1876,4,314.5495600000004
3,Hungary,2035,4,46.5735532267227,4,145180.0,4,8586.718399819996,4,39.747034603275694,4,158.6368,4,264.8838399999998
4,Hungary,2040,4,44.8922260475612,4,145180.0,4,8383.794639539821,4,37.128966455754664,4,135.0861,4,215.21812000000014
5,Hungary,2045,4,43.1416767460921,4,145180.0,4,8162.708732491773,4,37.128966455754664,4,111.53529999999998,4,165.55240000000006
6,Hungary,2050,4,41.3438770054949,4,145180.0,4,7932.289645928934,4,37.128966455754664,4,87.9846,4,115.88668000000006
