,Country,Years,lever_floor-intensity,living space,lever_nonres-floorarea,floor area in commercial and public buildings,lever_pkm,average distance travelled (inland+international),lever_freight_tkm,transported goods (inland+international),lever_diet,meat consumption,lever_fwaste,food waste
0,Estonia,2020,4,33.308103601284,4,12480.0,4,11652.644800583625,4,10.351224951084681,4,214.2,4,519.1313499999999
1,Estonia,2025,4,32.13163541198269,4,12480.0,4,11448.77290374002,4,9.78190757877501,4,175.0587,4,462.9024892857139
2,Estonia,2030,4,30.754763057214397,4,12480.0,4,11177.814969097302,4,9.212590206465348,4,157.26719999999997,4,352.2677017857145
3,Estonia,2035,4,29.255024497437898,4,12480.0,4,10855.306303406447,4,8.64327283415569,4,139.4758,4,296.6464857142856
4,Estonia,2040,4,27.676316493224796,4,12480.0,4,10493.943406985061,4,8.073955461846051,4,121.68429999999998,4,241.02526964285673
5,Estonia,2045,4,26.053536199267597,4,12480.0,4,10112.938849951275,4,8.073955461846051,4,103.8929,4,185.40405357142882
6,Estonia,2050,4,24.401270878211697,4,12480.0,4,9720.941921776488,4,8.073955461846051,4,86.10139999999998,4,129.78283749999997
